ukprn,he provider,academic year,surplus_vs_income,staff_vs_income,unrestricted_vs_income,ext_borrow_vs_income,net_assets_vs_expend,current_assets_vs_liability,ops_cash_vs_income,net_liquidity_days,debt_service_ratio,avg_salary,avg_remuneration,academic_salary,ps_staff_salary,uk_vs_total_fees,total_fees_vs_income,fbg_vs_income,research_vs_income,donate_vs_income,reside_cater_vs_income,total_income,tuition_fees,finance_vs_expend,depreciate_amort_vs_expend,staff_vs_expend,capital_vs_expend,total_expenditure,vc_bonus_vs_salary,vc_avg_salary,vc_avg_remunerate,vc_median_salary,vc_median_remunerate,provider region,provider country,russell group filter,pre 92 filter,post 92 filter
10007164.0,"University of the West of England, Bristol",2020/21,0.104,0.519,1.249,0.282,513.149,2.067,0.235,222.198,9.239,40.524,52.416,44.109,36.84,0.772,0.722,0.082,0.046,0.001,0.049,333798.0,241153.0,0.019,0.089,0.579,0.063,299194.0,0.0,6.589,5.857,7.9,10.5,South West,England,Non-member,Non-member,Member
10007164.0,"University of the West of England, Bristol",2021/22,0.076,0.499,1.556,0.231,618.551,2.22,0.188,235.397,8.484,42.479,54.828,43.65,41.277,0.707,0.718,0.061,0.046,0.001,0.059,377595.0,270953.0,0.016,0.083,0.54,0.065,348969.0,0.0,6.403,5.399,7.9,8.8,South West,England,Non-member,Non-member,Member
10007165.0,The University of Westminster,2016/17,-0.008,0.584,0.92,0.295,335.068,0.873,0.085,42.438,3.143,45.464,59.954,,,0.631,0.748,0.095,0.03,0.017,0.048,205397.0,153671.0,0.031,0.066,0.58,0.108,207048.0,0.0,6.445,4.987,0.0,0.0,London,England,Non-member,Non-member,Member
10007165.0,The University of Westminster,2017/18,0.062,0.516,1.087,0.28,425.004,1.351,0.136,72.327,5.012,43.817,55.743,55.327,32.804,0.607,0.755,0.088,0.021,0.024,0.046,205128.0,154958.0,0.032,0.083,0.55,0.061,192422.0,0.19,4.815,4.557,5.8,5.1,London,England,Non-member,Non-member,Member
10007165.0,The University of Westminster,2018/19,0.12,0.474,1.232,0.163,513.527,2.167,0.217,157.876,1.791,48.143,61.255,54.627,40.046,0.581,0.761,0.082,0.022,0.023,0.047,210321.0,159994.0,0.028,0.08,0.539,0.082,185008.0,0.0,5.193,4.081,5.6,5.0,London,England,Non-member,Non-member,Member
10007165.0,The University of Westminster,2019/20,0.118,0.501,1.02,0.142,424.631,2.837,0.183,178.4,7.277,48.463,63.224,52.005,43.991,0.58,0.795,0.082,0.022,0.016,0.033,216377.0,172055.0,0.024,0.081,0.568,0.116,190803.0,0.0,5.159,3.954,5.5,4.9,London,England,Non-member,Non-member,Member
10007165.0,The University of Westminster,2020/21,0.088,0.531,1.041,0.125,419.28,2.69,0.227,228.635,9.045,48.253,63.085,53.858,41.344,0.62,0.824,0.082,0.02,0.017,0.015,215802.0,177910.0,0.021,0.084,0.582,0.105,196721.0,0.0,5.181,3.963,5.5,4.7,London,England,Non-member,Non-member,Member
10007165.0,The University of Westminster,2021/22,0.131,0.502,1.663,0.102,700.904,2.891,0.231,267.296,16.644,48.624,63.343,51.663,44.72,0.571,0.818,0.058,0.022,0.021,0.036,243013.0,198848.0,0.022,0.085,0.577,0.124,211166.0,0.0,5.141,3.947,5.8,4.7,London,England,Non-member,Non-member,Member
10007166.0,The University of Wolverhampton,2016/17,0.046,0.562,1.07,0.001,409.751,3.122,0.111,144.845,1.197,36.995,46.789,,,0.879,0.716,0.1,0.014,0.0,0.042,182197.0,130479.0,0.033,0.065,0.589,0.164,173793.0,0.022,7.325,6.048,0.0,0.0,West Midlands,England,Non-member,Non-member,Member
10007166.0,The University of Wolverhampton,2017/18,0.048,0.602,1.22,0.0,468.283,3.512,0.084,151.957,63.85,38.221,51.054,52.014,29.452,0.879,0.704,0.115,0.022,0.0,0.044,187338.0,131867.0,0.017,0.065,0.633,0.107,178324.0,0.014,7.247,5.621,7.8,8.1,West Midlands,England,Non-member,Non-member,Member
10007166.0,The University of Wolverhampton,2018/19,0.021,0.638,1.167,0.019,436.023,3.096,0.048,130.366,2.499,38.829,53.033,51.658,30.394,0.912,0.695,0.103,0.023,0.001,0.041,186549.0,129742.0,0.013,0.068,0.652,0.168,182596.0,0.0,7.314,5.468,8.3,8.2,West Midlands,England,Non-member,Non-member,Member
10007166.0,The University of Wolverhampton,2019/20,-0.029,0.693,1.022,0.02,363.762,2.179,0.044,78.94,72.072,39.674,55.69,50.943,31.965,0.879,0.725,0.103,0.032,0.002,0.029,181190.0,131368.0,0.014,0.075,0.674,0.204,186400.0,0.0,7.158,5.207,8.2,8.1,West Midlands,England,Non-member,Non-member,Member
10007166.0,The University of Wolverhampton,2020/21,-0.022,0.663,0.67,0.021,240.591,2.065,0.105,96.387,87.148,40.328,55.629,49.655,33.119,0.823,0.744,0.09,0.027,0.002,0.013,185567.0,137983.0,0.014,0.099,0.649,0.12,189610.0,0.0,7.042,5.213,8.0,7.7,West Midlands,England,Non-member,Non-member,Member
10007166.0,The University of Wolverhampton,2021/22,-0.152,0.724,1.367,0.023,434.428,1.652,-0.001,52.359,-2.887,41.755,60.443,50.713,34.508,0.806,0.725,0.085,0.027,0.003,0.027,180430.0,130729.0,0.019,0.09,0.628,0.136,207913.0,0.0,8.143,5.708,8.6,9.1,West Midlands,England,Non-member,Non-member,Member
10007167.0,The University of York,2016/17,0.042,0.55,0.994,0.387,397.066,1.124,0.111,74.096,3.771,39.113,48.793,,,0.686,0.438,0.118,0.191,0.009,0.103,346281.0,151839.0,0.011,0.092,0.574,0.073,331902.0,0.0,6.341,6.456,0.0,0.0,Yorkshire and The Humber,England,Member,Member,Non-member
10007167.0,The University of York,2017/18,0.03,0.55,1.039,0.364,409.8,1.328,0.111,91.543,3.583,40.409,50.406,52.472,31.507,0.663,0.45,0.12,0.194,0.006,0.098,367356.0,165389.0,0.014,0.084,0.567,0.046,356194.0,0.0,6.286,6.408,9.0,10.9,Yorkshire and The Humber,England,Member,Member,Non-member
10007167.0,The University of York,2018/19,0.025,0.567,0.735,0.558,306.845,2.08,0.093,150.262,0.455,40.416,51.901,53.826,30.69,0.66,0.444,0.137,0.193,0.005,0.096,391790.0,174000.0,0.023,0.085,0.581,0.039,382019.0,0.0,5.369,5.067,8.65,9.55,Yorkshire and The Humber,England,Member,Member,Non-member
10007167.0,The University of York,2019/20,-0.061,0.633,0.702,0.582,270.067,2.18,0.051,163.455,1.815,40.958,53.143,54.089,31.441,0.628,0.489,0.129,0.18,0.005,0.07,376482.0,184235.0,0.028,0.081,0.597,0.065,399619.0,0.0,6.787,6.153,9.35,9.85,Yorkshire and The Humber,England,Member,Member,Non-member
10007167.0,The University of York,2020/21,-0.036,0.61,0.752,0.529,282.608,1.87,0.123,176.356,5.611,42.627,56.232,53.485,34.547,0.581,0.527,0.115,0.169,0.008,0.083,413852.0,218091.0,0.024,0.075,0.588,0.086,428813.0,0.0,6.029,4.57,9.8,9.4,Yorkshire and The Humber,England,Member,Member,Non-member
10007167.0,The University of York,2021/22,0.03,0.538,0.628,0.463,253.948,1.786,0.07,165.51,3.461,43.068,53.973,54.971,34.021,0.55,0.512,0.109,0.169,0.005,0.099,472167.0,241648.0,0.022,0.068,0.554,0.064,458025.0,0.0,6.71,5.355,9.8,9.4,Yorkshire and The Humber,England,Member,Member,Non-member
10007657.0,Writtle University College,2016/17,0.049,0.493,1.145,0.24,439.376,2.498,0.055,126.225,2.205,30.031,32.751,,,0.88,0.375,0.36,0.006,0.0,0.132,17351.0,6508.0,0.04,0.075,0.518,0.128,16499.0,0.0,3.863,4.153,0.0,0.0,East of England,England,Non-member,Non-member,Non-member
10007657.0,Writtle University College,2017/18,-0.093,0.593,1.392,0.144,464.814,1.539,0.032,65.365,0.28,30.898,38.988,33.358,27.327,0.887,0.402,0.333,0.004,0.002,0.136,16759.0,6739.0,0.03,0.078,0.543,0.154,18317.0,0.0,3.69,3.488,4.3,4.2,East of England,England,Non-member,Non-member,Non-member
10007657.0,Writtle University College,2018/19,-0.061,0.572,1.286,0.141,442.344,1.715,0.019,68.499,1.571,31.055,39.183,35.26,28.151,0.9,0.395,0.345,0.0,0.001,0.137,16087.0,6353.0,0.022,0.093,0.539,0.026,17074.0,0.0,3.671,3.42,4.1,4.2,East of England,England,Non-member,Non-member,Non-member
10007657.0,Writtle University College,2019/20,-0.097,0.646,0.807,0.141,268.424,1.111,0.023,92.049,1.908,33.002,42.725,38.977,29.306,0.934,0.415,0.349,0.0,0.0,0.119,15257.0,6338.0,0.021,0.093,0.589,0.025,16739.0,0.0,3.515,3.394,4.6,5.0,East of England,England,Non-member,Non-member,Non-member
10007657.0,Writtle University College,2020/21,-0.137,0.693,0.895,0.002,287.341,1.131,-0.006,46.011,-0.04,33.676,43.788,37.852,31.017,0.935,0.418,0.377,0.0,0.002,0.084,15277.0,6385.0,0.018,0.089,0.61,0.029,17376.0,0.0,3.445,3.311,4.2,4.5,East of England,England,Non-member,Non-member,Non-member
10007657.0,Writtle University College,2021/22,-0.104,0.645,1.71,0.006,565.228,0.983,0.012,40.457,3.164,33.068,43.174,38.189,30.149,0.922,0.393,0.358,0.001,0.0,0.129,17340.0,6815.0,0.016,0.076,0.584,0.029,19148.0,0.0,3.508,3.359,4.3,4.7,East of England,England,Non-member,Non-member,Non-member
10007713.0,York St John University,2016/17,0.036,0.511,1.72,0.366,653.186,2.734,0.119,113.889,3.475,35.771,46.139,,,0.931,0.763,0.045,0.001,0.001,0.148,59281.0,45231.0,0.025,0.076,0.53,0.091,57135.0,0.0,5.591,4.335,0.0,0.0,Yorkshire and The Humber,England,Non-member,Non-member,Member
10007713.0,York St John University,2017/18,0.079,0.492,1.757,0.331,698.017,3.431,0.158,150.921,5.117,36.299,46.834,48.693,27.673,0.935,0.764,0.051,0.003,0.0,0.15,64306.0,49100.0,0.02,0.08,0.534,0.05,59218.0,0.015,5.62,4.42,6.5,6.0,Yorkshire and The Humber,England,Non-member,Non-member,Member
10007713.0,York St John University,2018/19,0.079,0.495,1.578,0.289,626.864,3.639,0.163,166.294,5.537,37.038,47.473,48.864,28.76,0.934,0.771,0.055,0.003,0.0,0.136,70076.0,54024.0,0.016,0.072,0.538,0.083,64516.0,0.0,5.616,4.381,7.0,6.1,Yorkshire and The Humber,England,Non-member,Non-member,Member
10007713.0,York St John University,2019/20,0.031,0.549,1.616,0.35,609.703,3.461,0.13,210.965,4.542,36.89,49.462,50.76,28.118,0.897,0.815,0.054,0.003,0.0,0.097,68825.0,56097.0,0.017,0.055,0.566,0.14,66718.0,0.0,3.578,2.891,6.55,6.25,Yorkshire and The Humber,England,Non-member,Non-member,Member
10007713.0,York St John University,2020/21,0.087,0.537,1.675,0.363,670.674,2.941,0.147,194.461,5.368,37.556,49.063,56.271,26.242,0.87,0.838,0.061,0.002,0.0,0.06,71480.0,59916.0,0.017,0.061,0.588,0.23,65278.0,0.0,5.272,4.729,6.2,6.1,Yorkshire and The Humber,England,Non-member,Non-member,Member
10007713.0,York St John University,2021/22,0.043,0.54,1.838,0.319,701.813,2.003,0.165,182.578,6.261,39.72,51.015,54.065,31.218,0.802,0.803,0.076,0.003,0.0,0.077,77953.0,62625.0,0.016,0.062,0.564,0.142,74600.0,0.0,5.06,4.607,5.9,5.9,Yorkshire and The Humber,England,Non-member,Non-member,Member
10007759.0,Aston University,2016/17,0.078,0.503,0.734,0.237,299.492,1.834,0.146,135.7,7.377,40.78,56.498,,,0.744,0.616,0.1,0.091,0.004,0.057,162373.0,100008.0,0.013,0.063,0.546,0.075,149688.0,0.098,7.724,6.974,0.0,0.0,West Midlands,England,Non-member,Member,Non-member
10007759.0,Aston University,2017/18,0.053,0.571,0.887,0.204,352.185,1.855,0.136,145.282,2.609,40.861,58.121,43.538,34.046,0.75,0.673,0.101,0.106,0.005,0.053,156787.0,105476.0,0.014,0.071,0.603,0.081,148449.0,0.069,6.73,5.988,7.5,8.0,West Midlands,England,Non-member,Member,Non-member
10007759.0,Aston University,2018/19,-0.058,0.607,0.56,0.195,201.708,1.593,0.089,122.539,4.879,41.761,56.924,45.235,33.474,0.772,0.68,0.107,0.109,0.002,0.05,157447.0,107026.0,0.011,0.065,0.574,0.101,166627.0,0.0,7.16,6.236,7.6,7.6,West Midlands,England,Non-member,Member,Non-member
10007759.0,Aston University,2019/20,0.018,0.617,0.671,0.268,255.148,1.718,0.115,174.802,6.824,41.695,57.852,45.181,33.39,0.753,0.7,0.113,0.103,0.002,0.03,165195.0,115655.0,0.015,0.068,0.628,0.088,162249.0,0.0,7.291,6.067,7.9,8.0,West Midlands,England,Non-member,Member,Non-member
10007759.0,Aston University,2020/21,0.043,0.589,0.764,0.25,297.973,1.899,0.162,206.401,10.426,40.914,57.113,44.399,32.673,0.777,0.7,0.122,0.123,0.004,0.008,172494.0,120812.0,0.011,0.074,0.616,0.086,165055.0,0.0,7.43,6.146,7.6,7.5,West Midlands,England,Non-member,Member,Non-member
10007759.0,Aston University,2021/22,0.096,0.529,0.55,0.208,228.373,1.978,0.161,223.35,11.767,42.288,58.782,47.063,31.891,0.714,0.706,0.111,0.096,0.004,0.027,200789.0,141801.0,0.009,0.072,0.586,0.081,181494.0,0.0,6.006,5.308,6.15,6.15,West Midlands,England,Non-member,Member,Non-member
10007760.0,Birkbeck College,2016/17,0.076,0.611,0.788,0.0,342.861,3.136,0.064,237.317,32.662,46.339,58.066,,,0.753,0.621,0.16,0.084,0.033,0.011,108595.0,67454.0,0.002,0.022,0.661,0.012,100353.0,0.061,7.121,6.648,0.0,0.0,London,England,Non-member,Member,Non-member
10007760.0,Birkbeck College,2017/18,0.017,0.647,0.799,0.037,330.934,2.55,-0.01,200.793,-5.392,47.246,59.138,52.206,42.201,0.805,0.607,0.155,0.119,0.021,0.012,108984.0,66143.0,0.002,0.021,0.658,0.113,107082.0,0.0,7.112,6.29,9.0,8.4,London,England,Non-member,Member,Non-member
10007760.0,Birkbeck College,2018/19,-0.081,0.695,0.568,0.016,223.699,2.123,-0.01,160.172,-4.298,49.265,61.817,56.205,42.371,0.787,0.638,0.157,0.084,0.014,0.013,105422.0,67271.0,0.002,0.028,0.643,0.082,113973.0,0.0,6.942,6.131,9.0,8.4,London,England,Non-member,Member,Non-member
10007760.0,Birkbeck College,2019/20,0.034,0.68,0.72,0.014,308.754,1.796,0.021,145.34,4.525,49.248,62.504,56.617,42.038,0.805,0.655,0.152,0.077,0.021,0.008,108707.0,71196.0,0.005,0.031,0.704,0.066,105011.0,0.0,7.087,6.176,9.0,8.3,London,England,Non-member,Member,Non-member
10007760.0,Birkbeck College,2020/21,0.093,0.64,0.81,0.012,364.962,1.044,0.092,49.986,84.45,50.232,63.631,58.465,42.653,0.799,0.674,0.154,0.07,0.041,0.002,117795.0,79353.0,0.001,0.032,0.706,0.422,106845.0,0.0,6.948,6.066,9.0,8.3,London,England,Non-member,Member,Non-member
10007760.0,Birkbeck College,2021/22,-0.03,0.691,0.799,0.014,319.678,1.56,0.056,111.177,63.547,48.88,62.926,57.468,40.837,0.782,0.654,0.144,0.086,0.025,0.003,108248.0,70771.0,0.002,0.042,0.671,0.043,111461.0,0.0,7.14,6.325,8.9,8.1,London,England,Non-member,Member,Non-member
10007761.0,Courtauld Institute of Art,2016/17,0.115,0.417,0.721,0.024,1170.6,0.764,-0.01,28.796,-0.785,47.264,57.964,,,0.475,0.249,0.244,0.089,0.182,0.036,19479.0,4850.0,0.002,0.035,0.471,0.086,17241.0,0.0,4.041,3.295,0.0,0.0,London,England,Non-member,Non-member,Non-member
10007761.0,Courtauld Institute of Art,2017/18,0.184,0.37,0.716,0.019,1189.657,1.357,0.189,99.317,18.192,49.336,62.229,73.622,40.612,0.468,0.228,0.206,0.063,0.332,0.03,23538.0,5355.0,0.002,0.026,0.454,0.124,19203.0,0.0,3.953,3.134,6.2,5.6,London,England,Non-member,Non-member,Non-member
10007761.0,Courtauld Institute of Art,2018/19,0.294,0.284,0.75,0.009,1240.443,1.0,0.126,34.559,23.037,48.925,63.5,68.778,41.633,0.397,0.186,0.161,0.041,0.517,0.023,29917.0,5569.0,0.002,0.056,0.403,0.418,21113.0,0.0,3.986,3.071,5.2,5.0,London,England,Non-member,Non-member,Non-member
10007761.0,Courtauld Institute of Art,2019/20,0.35,0.29,1.112,0.008,1468.807,0.533,0.342,31.719,279.308,50.164,65.964,74.371,42.095,0.41,0.197,0.155,0.038,0.445,0.016,31892.0,6285.0,0.003,0.068,0.446,0.698,20722.0,0.0,3.887,2.956,5.1,4.3,London,England,Non-member,Non-member,Non-member
10007761.0,Courtauld Institute of Art,2020/21,0.372,0.28,1.834,0.093,1782.052,1.667,0.246,95.457,242.286,49.487,64.393,71.806,42.439,0.445,0.191,0.141,0.094,0.381,0.012,34478.0,6581.0,0.002,0.083,0.446,0.591,21663.0,0.0,3.152,2.423,3.8,3.2,London,England,Non-member,Non-member,Non-member
10007761.0,Courtauld Institute of Art,2021/22,-0.12,0.395,2.221,0.131,1263.626,1.825,0.093,113.261,inf,51.464,67.358,74.081,44.123,0.439,0.28,0.239,0.044,0.205,0.026,25777.0,7220.0,0.003,0.164,0.352,0.055,28873.0,0.0,3.031,2.316,4.0,3.3,London,England,Non-member,Non-member,Non-member
10007762.0,Glasgow Caledonian University,2016/17,-0.024,0.704,1.23,0.075,442.45,1.032,0.011,58.108,1.274,43.87,56.98,,,0.646,0.277,0.574,0.052,0.007,0.042,116161.0,32231.0,0.01,0.055,0.688,0.029,118986.0,0.0,5.152,4.616,0.0,0.0,Scotland,Scotland,Non-member,Non-member,Member
10007762.0,Glasgow Caledonian University,2017/18,-0.064,0.702,1.355,0.067,468.154,0.983,0.033,58.272,3.818,45.085,59.723,,,0.631,0.292,0.55,0.05,0.006,0.053,119821.0,34997.0,0.01,0.047,0.66,0.019,127545.0,0.0,5.101,4.471,5.4,5.4,Scotland,Scotland,Non-member,Non-member,Member
10007762.0,Glasgow Caledonian University,2018/19,0.007,0.654,1.141,0.059,422.401,1.131,0.026,64.288,3.153,46.743,59.287,59.464,34.672,0.638,0.289,0.549,0.046,0.004,0.051,124326.0,35929.0,0.005,0.049,0.659,0.025,123468.0,0.0,4.921,4.453,0.0,5.0,Scotland,Scotland,Non-member,Non-member,Member
10007762.0,Glasgow Caledonian University,2019/20,0.009,0.682,0.76,0.055,283.096,1.294,0.043,74.693,5.249,47.064,61.089,58.237,36.113,0.672,0.302,0.553,0.046,0.005,0.029,125305.0,37860.0,0.009,0.044,0.688,0.022,124120.0,0.0,4.972,4.42,0.0,5.9,Scotland,Scotland,Non-member,Non-member,Member
10007762.0,Glasgow Caledonian University,2020/21,0.05,0.638,0.868,0.045,336.035,1.445,0.169,136.017,22.069,46.674,60.8,56.765,36.907,0.641,0.328,0.549,0.04,0.004,0.01,134582.0,44175.0,0.011,0.044,0.672,0.032,127903.0,0.0,5.013,4.457,0.0,5.9,Scotland,Scotland,Non-member,Non-member,Member
10007762.0,Glasgow Caledonian University,2021/22,0.08,0.605,1.46,0.034,581.502,1.549,0.173,190.938,25.352,48.732,63.215,59.601,38.259,0.56,0.369,0.501,0.038,0.004,0.027,152233.0,56213.0,0.01,0.044,0.658,0.024,139990.0,0.0,4.863,4.382,0.0,6.2,Scotland,Scotland,Non-member,Non-member,Member
10007764.0,Heriot-Watt University,2016/17,-0.032,0.489,0.157,0.508,89.416,1.618,-0.051,139.916,-0.237,40.495,50.471,,,0.251,0.489,0.214,0.123,0.004,0.08,221218.0,108155.0,0.011,0.056,0.474,0.092,228247.0,0.038,6.544,5.647,0.0,0.0,Scotland,Scotland,Non-member,Member,Non-member
10007764.0,Heriot-Watt University,2017/18,0.029,0.47,0.266,0.502,133.087,1.568,0.086,133.659,5.336,41.724,51.681,,,0.234,0.497,0.207,0.138,0.006,0.079,228303.0,113571.0,0.021,0.047,0.484,0.119,221755.0,0.0,6.447,5.457,7.25,7.27,Scotland,Scotland,Non-member,Member,Non-member
10007764.0,Heriot-Watt University,2018/19,0.026,0.469,0.118,0.485,75.959,1.525,0.09,126.182,6.018,41.988,52.303,63.646,25.784,0.227,0.493,0.202,0.14,0.005,0.074,240104.0,118399.0,0.021,0.053,0.481,0.108,233769.0,0.0,6.573,5.908,7.0,7.0,Scotland,Scotland,Non-member,Member,Non-member
10007764.0,Heriot-Watt University,2019/20,-0.055,0.523,0.05,0.642,45.305,1.738,0.213,174.04,10.495,41.023,51.764,61.979,25.357,0.194,0.52,0.205,0.125,0.006,0.057,230690.0,119913.0,0.029,0.057,0.496,0.104,243323.0,0.0,6.85,6.105,8.2,9.2,Scotland,Scotland,Non-member,Member,Non-member
10007764.0,Heriot-Watt University,2020/21,0.017,0.518,0.137,0.622,83.98,1.496,0.153,176.684,7.295,41.157,53.055,96.034,0.0,0.224,0.524,0.211,0.14,0.007,0.022,235069.0,123130.0,0.022,0.068,0.527,0.172,231023.0,0.0,6.755,5.881,7.1,9.1,Scotland,Scotland,Non-member,Member,Non-member
10007765.0,Heythrop College,2016/17,-0.154,0.322,0.112,0.0,45.555,0.592,-0.176,142.363,-397.0,41.014,42.159,,,0.826,0.164,0.048,0.001,0.581,0.134,9024.0,1481.0,0.0,0.451,0.279,0.0,10416.0,0.0,2.048,2.016,0.0,0.0,London,England,Non-member,Non-member,Non-member
10007765.0,Heythrop College,2017/18,-0.038,0.113,0.0,0.0,5.571,1.211,-0.064,26.944,-inf,42.348,45.217,,,0.78,0.006,0.02,0.002,0.888,0.049,18364.0,109.0,0.0,0.246,0.109,0.0,19066.0,0.0,3.755,3.516,5.55,5.55,London,England,Non-member,Non-member,Non-member
10007767.0,Keele University,2016/17,0.016,0.552,0.945,0.216,353.674,0.58,0.022,23.835,1.026,37.665,47.254,,,0.831,0.489,0.121,0.119,0.001,0.117,155732.0,76181.0,0.019,0.052,0.561,0.193,153167.0,0.0,5.814,5.65,0.0,0.0,West Midlands,England,Non-member,Member,Non-member
10007767.0,Keele University,2017/18,0.024,0.546,0.943,0.45,354.751,1.355,0.018,101.143,0.352,38.531,48.892,48.423,30.732,0.849,0.482,0.156,0.107,0.002,0.111,165845.0,80001.0,0.027,0.047,0.559,0.126,161937.0,0.0,5.891,5.706,6.8,8.3,West Midlands,England,Non-member,Member,Non-member
10007767.0,Keele University,2018/19,0.022,0.555,0.721,0.432,271.81,1.016,0.003,42.871,0.103,40.02,53.034,50.231,32.126,0.872,0.475,0.132,0.101,0.002,0.109,168844.0,80239.0,0.028,0.048,0.567,0.139,165079.0,0.0,5.847,5.393,9.2,9.5,West Midlands,England,Non-member,Member,Non-member
10007767.0,Keele University,2019/20,0.016,0.552,0.917,0.433,345.79,0.825,0.039,49.364,1.271,39.687,51.438,49.037,32.522,0.889,0.499,0.154,0.092,0.001,0.092,163314.0,81470.0,0.03,0.056,0.562,0.134,160666.0,0.0,5.997,5.657,8.9,9.5,West Midlands,England,Non-member,Member,Non-member
10007767.0,Keele University,2020/21,0.076,0.523,1.02,0.402,405.346,1.004,0.082,64.755,2.897,39.074,51.568,48.843,31.169,0.886,0.508,0.147,0.144,0.001,0.058,170999.0,86857.0,0.023,0.068,0.566,0.059,157956.0,0.0,6.091,5.585,7.0,7.4,West Midlands,England,Non-member,Member,Non-member
10007768.0,The University of Lancaster,2016/17,0.006,0.526,0.928,0.341,348.701,1.327,0.084,91.753,5.051,37.687,47.197,,,0.499,0.482,0.112,0.142,0.003,0.126,268736.0,129600.0,0.018,0.088,0.529,0.095,267140.0,0.0,7.111,6.992,0.0,0.0,North West,England,Non-member,Member,Non-member
10007768.0,The University of Lancaster,2017/18,0.044,0.523,0.959,0.437,374.176,1.683,0.083,113.364,0.604,38.557,48.19,50.882,29.194,0.504,0.486,0.118,0.139,0.003,0.121,288228.0,139991.0,0.018,0.062,0.547,0.124,275493.0,0.0,7.158,7.055,8.7,9.6,North West,England,Non-member,Member,Non-member
10007768.0,The University of Lancaster,2018/19,0.078,0.505,0.684,0.393,288.186,1.414,0.095,90.232,5.082,39.942,50.085,52.784,30.104,0.498,0.469,0.106,0.132,0.027,0.114,319420.0,149943.0,0.017,0.072,0.548,0.171,294478.0,0.0,6.91,6.808,8.6,9.6,North West,England,Non-member,Member,Non-member
10007768.0,The University of Lancaster,2019/20,0.061,0.533,0.714,0.44,294.658,1.416,0.12,100.463,6.52,42.16,53.236,58.51,30.337,0.462,0.529,0.119,0.12,0.003,0.091,323451.0,171013.0,0.024,0.074,0.567,0.191,303702.0,0.0,5.052,4.696,6.433,6.567,North West,England,Non-member,Member,Non-member
10007768.0,The University of Lancaster,2020/21,0.078,0.52,0.779,0.382,326.456,1.506,0.18,130.067,2.493,41.735,53.089,57.84,29.775,0.476,0.56,0.131,0.133,0.003,0.082,325619.0,182448.0,0.022,0.093,0.564,0.08,300252.0,0.0,5.391,5.123,6.1,6.5,North West,England,Non-member,Member,Non-member
10007768.0,The University of Lancaster,2021/22,0.089,0.493,0.873,0.346,366.28,1.954,0.17,169.425,10.863,41.749,53.123,55.814,30.619,0.469,0.54,0.117,0.134,0.003,0.104,357886.0,193183.0,0.021,0.083,0.541,0.052,326183.0,0.0,5.629,5.365,6.7,6.6,North West,England,Non-member,Member,Non-member
10007769.0,London Business School,2016/17,0.106,0.471,1.16,0.299,620.293,0.218,0.104,12.81,16.197,74.964,94.524,,,0.288,0.502,0.046,0.013,0.126,0.01,152062.0,76338.0,0.007,0.04,0.527,0.496,135916.0,0.0,5.269,5.85,0.0,0.0,London,England,Non-member,Member,Non-member
10007769.0,London Business School,2017/18,0.05,0.48,1.218,0.414,605.357,0.194,0.146,9.323,14.301,74.499,93.704,39.146,319.525,0.281,0.516,0.051,0.012,0.075,0.009,156514.0,80821.0,0.015,0.058,0.505,0.357,148676.0,0.0,5.664,6.36,10.3,12.5,London,England,Non-member,Member,Non-member
10007769.0,London Business School,2018/19,0.037,0.483,1.111,0.415,556.495,0.178,0.1,4.039,11.377,76.851,96.9,288.912,47.139,0.242,0.536,0.049,0.011,0.079,0.009,166428.0,89180.0,0.012,0.068,0.502,0.073,160210.0,0.0,5.14,6.285,10.4,12.6,London,England,Non-member,Member,Non-member
10007769.0,London Business School,2019/20,0.005,0.5,0.84,0.529,450.997,0.193,0.058,30.191,0.288,78.868,101.805,275.879,48.882,0.207,0.6,0.049,0.014,0.116,0.007,164934.0,98928.0,0.013,0.069,0.502,0.07,164128.0,0.0,3.855,4.892,9.8,13.0,London,England,Non-member,Member,Non-member
10007769.0,London Business School,2020/21,-0.005,0.563,1.081,0.587,548.048,0.531,0.07,67.263,0.205,84.098,108.494,282.524,52.909,0.202,0.687,0.06,0.016,0.057,0.002,148847.0,102239.0,0.014,0.085,0.561,0.024,149565.0,0.0,5.184,5.318,9.3,11.6,London,England,Non-member,Member,Non-member
10007769.0,London Business School,2021/22,0.106,0.466,0.751,0.46,468.931,0.923,0.161,124.742,13.724,92.726,118.152,303.184,61.381,0.22,0.572,0.053,0.009,0.117,0.003,191545.0,109580.0,0.016,0.069,0.522,0.037,171221.0,0.0,4.702,4.511,9.9,8.3,London,England,Non-member,Member,Non-member
10007771.0,London School of Hygiene and Tropical Medicine,2016/17,0.002,0.434,0.411,0.081,177.695,1.374,-0.004,132.757,-0.594,48.223,60.293,,,0.153,0.095,0.131,0.686,0.011,0.002,178467.0,16927.0,0.006,0.022,0.435,0.011,178109.0,0.193,5.682,5.838,0.0,0.0,London,England,Non-member,Member,Non-member
10007771.0,London School of Hygiene and Tropical Medicine,2017/18,0.089,0.392,0.71,0.069,304.204,1.281,0.09,145.605,17.601,33.658,41.795,33.437,33.975,0.147,0.075,0.109,0.607,0.112,0.002,231655.0,17276.0,0.005,0.025,0.43,0.057,211109.0,0.216,8.26,8.733,6.3,7.7,London,England,Non-member,Member,Non-member
