ukprn,he provider,academic year,surplus_vs_income,staff_vs_income,unrestricted_vs_income,ext_borrow_vs_income,net_assets_vs_expend,current_assets_vs_liability,ops_cash_vs_income,net_liquidity_days,debt_service_ratio,avg_salary,avg_remuneration,academic_salary,ps_staff_salary,uk_vs_total_fees,total_fees_vs_income,fbg_vs_income,research_vs_income,donate_vs_income,reside_cater_vs_income,total_income,tuition_fees,finance_vs_expend,depreciate_amort_vs_expend,staff_vs_expend,capital_vs_expend,total_expenditure,vc_bonus_vs_salary,vc_avg_salary,vc_avg_remunerate,vc_median_salary,vc_median_remunerate,provider region,provider country,russell group filter,pre 92 filter,post 92 filter
10005389.0,Ravensbourne University London,2021/22,0.013,0.555,1.486,0.135,549.529,3.726,0.082,277.782,6.147,46.307,58.751,52.59,42.077,0.842,0.856,0.09,0.0,0.0,0.0,27614.0,23632.0,0.012,0.063,0.563,0.022,27257.0,0.0,3.736,3.37,3.7,3.7,London,England,Non-member,Non-member,Member
10005500.0,Robert Gordon University,2016/17,-0.064,0.589,1.65,0.312,573.678,1.733,0.056,79.114,2.293,38.646,49.055,,,0.554,0.335,0.466,0.022,0.009,0.093,93839.0,31480.0,0.026,0.079,0.553,0.03,99832.0,0.009,6.055,5.667,0.0,0.0,Scotland,Scotland,Non-member,Non-member,Member
10005500.0,Robert Gordon University,2017/18,-0.135,0.644,2.028,0.347,659.493,1.544,0.03,68.295,0.082,39.053,51.91,,,0.549,0.339,0.462,0.024,0.009,0.089,93383.0,31695.0,0.055,0.076,0.568,0.03,105989.0,0.172,6.094,5.413,7.2,6.9,Scotland,Scotland,Non-member,Non-member,Member
10005500.0,Robert Gordon University,2018/19,-0.088,0.678,1.669,0.382,568.143,1.556,0.045,75.258,3.652,39.257,52.801,49.673,31.859,0.567,0.336,0.484,0.034,0.015,0.059,91943.0,30926.0,0.015,0.074,0.623,0.032,100078.0,0.0,5.502,4.811,4.0,3.5,Scotland,Scotland,Non-member,Non-member,Member
10005500.0,Robert Gordon University,2019/20,-0.04,0.652,1.439,0.424,514.44,1.887,0.062,104.947,3.986,39.621,51.585,50.898,31.587,0.537,0.368,0.486,0.031,0.013,0.041,92853.0,34162.0,0.022,0.082,0.627,0.029,96528.0,0.0,5.502,4.362,6.38,5.43,Scotland,Scotland,Non-member,Non-member,Member
10005500.0,Robert Gordon University,2020/21,0.019,0.608,1.64,0.39,620.512,2.041,0.166,146.958,9.918,40.751,52.63,52.002,32.493,0.513,0.382,0.503,0.029,0.007,0.018,103201.0,39406.0,0.021,0.101,0.62,0.049,101204.0,0.0,5.006,4.845,3.5,2.95,Scotland,Scotland,Non-member,Non-member,Member
10005500.0,Robert Gordon University,2021/22,0.047,0.578,1.837,0.346,711.58,1.93,0.199,193.828,12.882,40.179,52.842,50.6,32.191,0.46,0.408,0.466,0.031,0.004,0.027,114741.0,46772.0,0.015,0.078,0.607,0.042,109360.0,0.0,5.202,4.92,7.6,6.1,Scotland,Scotland,Non-member,Non-member,Member
10005523.0,Rose Bruford College of Theatre and Performance,2016/17,-0.042,0.5,0.351,0.074,123.043,1.022,0.01,39.745,0.411,45.654,57.16,,,0.833,0.606,0.181,0.0,0.002,0.123,9251.0,5604.0,0.007,0.05,0.481,0.02,9635.0,0.0,3.286,3.097,0.0,0.0,London,England,Non-member,Non-member,Member
10005523.0,Rose Bruford College of Theatre and Performance,2017/18,-0.029,0.493,0.402,0.058,142.427,1.105,0.058,54.766,2.612,44.612,58.075,51.167,37.368,0.788,0.651,0.132,0.0,0.001,0.127,9428.0,6134.0,0.007,0.041,0.479,0.006,9705.0,0.0,2.017,1.825,3.2,3.2,London,England,Non-member,Non-member,Member
10005523.0,Rose Bruford College of Theatre and Performance,2018/19,0.028,0.431,0.462,0.0,173.681,2.092,0.109,171.31,1.767,46.056,57.62,54.135,37.265,0.775,0.659,0.097,0.0,0.0,0.144,9500.0,6265.0,0.005,0.044,0.443,0.011,9230.0,0.0,2.649,2.412,2.9,3.2,London,England,Non-member,Non-member,Member
10005523.0,Rose Bruford College of Theatre and Performance,2019/20,0.072,0.451,0.421,0.008,165.56,3.141,-0.005,115.789,-0.833,39.956,50.275,45.581,34.917,0.812,0.66,0.132,0.0,0.005,0.12,10139.0,6687.0,0.006,0.051,0.486,0.172,9405.0,0.0,3.128,3.023,3.3,3.6,London,England,Non-member,Non-member,Member
10005523.0,Rose Bruford College of Theatre and Performance,2020/21,-0.164,0.52,0.302,0.009,94.717,1.353,-0.03,67.055,-6.844,43.516,55.495,49.689,37.96,0.803,0.682,0.088,0.01,0.027,0.113,10130.0,6913.0,0.004,0.035,0.447,0.033,11792.0,0.0,2.873,2.739,4.6,3.8,London,England,Non-member,Non-member,Member
10005545.0,Royal Agricultural University,2016/17,0.02,0.432,1.233,0.208,462.961,1.279,0.041,73.867,1.339,35.96,42.58,,,0.876,0.518,0.098,0.008,0.005,0.187,19692.0,10201.0,0.027,0.04,0.441,0.077,19293.0,0.099,4.477,5.12,0.0,0.0,South West,England,Non-member,Non-member,Non-member
10005545.0,Royal Agricultural University,2017/18,0.126,0.399,1.207,0.171,506.669,1.134,0.005,42.631,0.246,37.69,44.681,41.737,36.183,0.863,0.432,0.117,0.005,0.006,0.16,23496.0,10150.0,0.025,0.039,0.457,0.198,20547.0,0.052,4.59,5.125,6.3,7.0,South West,England,Non-member,Non-member,Non-member
10005545.0,Royal Agricultural University,2018/19,0.05,0.478,1.319,0.176,546.314,1.875,0.024,72.125,1.08,37.778,44.716,56.909,31.588,0.857,0.473,0.089,0.007,0.104,0.169,21043.0,9946.0,0.025,0.047,0.503,-0.012,19996.0,0.028,4.738,5.144,6.1,7.3,South West,England,Non-member,Non-member,Non-member
10005545.0,Royal Agricultural University,2019/20,-0.109,0.589,1.285,0.027,459.804,1.779,-0.026,79.773,-0.143,39.348,47.394,57.275,33.971,0.841,0.551,0.103,0.006,0.015,0.145,17786.0,9796.0,0.017,0.05,0.531,0.027,19716.0,0.0,4.651,5.022,6.0,7.7,South West,England,Non-member,Non-member,Non-member
10005545.0,Royal Agricultural University,2020/21,-0.093,0.596,1.331,0.027,493.287,2.257,-0.192,67.38,-40.788,43.34,52.088,52.882,39.937,0.852,0.581,0.102,0.01,0.013,0.105,16967.0,9862.0,0.012,0.054,0.545,0.011,18542.0,0.0,4.222,6.835,5.3,10.1,South West,England,Non-member,Non-member,Non-member
10005545.0,Royal Agricultural University,2021/22,-0.013,0.517,1.558,0.015,606.4,2.204,0.032,58.022,3.415,40.281,48.399,52.717,35.887,0.816,0.538,0.077,0.015,0.012,0.177,19014.0,10231.0,0.012,0.052,0.51,0.045,19254.0,0.0,4.915,4.174,6.1,6.35,South West,England,Non-member,Non-member,Non-member
10005553.0,Royal Holloway and Bedford New College,2016/17,0.035,0.549,1.265,0.716,658.935,1.325,0.142,124.814,2.913,46.144,62.059,,,0.561,0.571,0.12,0.083,0.009,0.133,166907.0,95387.0,0.014,0.074,0.569,0.52,161018.0,0.0,6.523,5.624,0.0,0.0,South East,England,Non-member,Member,Non-member
10005553.0,Royal Holloway and Bedford New College,2017/18,0.014,0.551,1.23,0.67,626.352,0.779,0.1,54.076,2.347,46.16,62.415,58.502,35.158,0.565,0.568,0.119,0.08,0.006,0.143,173828.0,98733.0,0.024,0.083,0.558,0.237,171467.0,0.0,6.521,5.64,13.4,10.5,South East,England,Non-member,Member,Non-member
10005553.0,Royal Holloway and Bedford New College,2018/19,-0.023,0.541,0.965,0.742,498.206,1.202,0.121,85.114,0.477,47.119,63.705,57.671,37.341,0.6,0.568,0.109,0.087,0.004,0.148,188683.0,107100.0,0.056,0.088,0.528,0.111,193083.0,0.0,6.388,5.4,11.4,8.4,South East,England,Non-member,Member,Non-member
10005553.0,Royal Holloway and Bedford New College,2019/20,0.009,0.567,1.05,0.741,540.717,1.426,0.093,106.36,4.13,48.613,66.982,59.375,38.504,0.607,0.597,0.119,0.091,0.004,0.111,188941.0,112865.0,0.027,0.102,0.572,0.049,187177.0,0.0,6.192,4.986,10.9,7.9,South East,England,Non-member,Member,Non-member
10005553.0,Royal Holloway and Bedford New College,2020/21,0.044,0.54,1.082,0.737,589.658,1.68,0.178,173.215,7.773,44.771,62.788,53.659,35.86,0.662,0.63,0.128,0.099,0.003,0.067,189851.0,119670.0,0.025,0.114,0.566,0.025,181405.0,0.0,6.433,5.001,8.0,8.3,South East,England,Non-member,Member,Non-member
10005553.0,Royal Holloway and Bedford New College,2021/22,0.052,0.541,0.866,0.696,498.451,2.079,0.111,185.502,5.109,46.527,65.163,54.336,38.461,0.653,0.604,0.105,0.088,0.003,0.121,201103.0,121448.0,0.024,0.093,0.571,0.053,190605.0,0.0,6.469,5.187,8.7,9.3,South East,England,Non-member,Member,Non-member
10005561.0,Royal Conservatoire of Scotland,2016/17,0.03,0.711,0.898,0.0,372.635,2.633,0.056,75.07,inf,30.306,38.394,,,0.499,0.292,0.513,0.003,0.03,0.017,22726.0,6642.0,0.0,0.038,0.733,0.099,22039.0,0.0,4.553,4.298,0.0,0.0,Scotland,Scotland,Non-member,Non-member,Non-member
10005561.0,Royal Conservatoire of Scotland,2017/18,0.02,0.737,1.017,0.0,412.657,3.08,0.048,81.5,inf,47.437,61.014,,,0.473,0.309,0.508,0.002,0.03,0.002,23668.0,7311.0,0.0,0.038,0.752,0.016,23191.0,0.0,2.951,2.753,2.88,3.46,Scotland,Scotland,Non-member,Non-member,Non-member
10005561.0,Royal Conservatoire of Scotland,2018/19,0.018,0.747,0.934,0.0,382.807,2.343,0.074,73.127,inf,38.043,49.293,46.189,28.762,0.415,0.331,0.504,0.003,0.011,0.0,24283.0,8027.0,0.0,0.038,0.761,0.026,23839.0,0.0,3.759,3.489,3.0,3.0,Scotland,Scotland,Non-member,Non-member,Non-member
10005561.0,Royal Conservatoire of Scotland,2019/20,0.007,0.754,0.697,0.0,287.398,2.568,0.041,63.162,inf,38.953,52.342,47.418,29.351,0.421,0.332,0.491,0.006,0.022,0.0,25346.0,8422.0,0.0,0.036,0.759,0.016,25159.0,0.0,3.748,3.496,3.37,3.44,Scotland,Scotland,Non-member,Non-member,Non-member
10005561.0,Royal Conservatoire of Scotland,2020/21,0.01,0.761,0.716,0.0,297.054,3.317,0.1,101.854,inf,37.377,51.751,43.417,30.509,0.388,0.339,0.543,0.004,0.007,0.0,25431.0,8614.0,0.0,0.037,0.769,0.007,25178.0,0.0,3.906,3.555,3.19,3.28,Scotland,Scotland,Non-member,Non-member,Non-member
10005561.0,Royal Conservatoire of Scotland,2021/22,-0.066,0.799,0.992,0.0,371.695,2.805,0.029,93.431,inf,38.416,54.444,44.918,30.854,0.411,0.327,0.505,0.005,0.027,0.0,26247.0,8592.0,0.0,0.032,0.749,0.017,27969.0,0.0,3.853,3.453,3.19,3.29,Scotland,Scotland,Non-member,Non-member,Non-member
10005700.0,SRUC,2016/17,0.037,0.551,-0.004,0.004,22.801,1.319,0.081,69.061,8.729,30.671,37.728,,,0.989,0.072,0.311,0.178,0.01,0.027,77114.0,5533.0,0.008,0.077,0.572,0.075,74246.0,0.0,10.14,0.0,0.0,0.0,Scotland,Scotland,Non-member,Non-member,Non-member
10005700.0,SRUC,2017/18,0.03,0.57,0.092,0.003,58.785,1.662,0.038,70.869,25.214,31.542,39.136,,,0.97,0.098,0.323,0.168,0.0,0.026,78214.0,7671.0,0.01,0.064,0.588,0.079,75838.0,0.0,6.182,6.056,7.3,7.3,Scotland,Scotland,Non-member,Non-member,Non-member
10005700.0,SRUC,2018/19,-0.004,0.554,0.021,0.064,30.535,1.65,0.067,96.319,47.419,33.64,41.569,34.746,33.103,0.964,0.089,0.316,0.174,0.0,0.025,83132.0,7363.0,0.008,0.094,0.551,0.073,83446.0,0.0,5.856,5.725,6.0,7.0,Scotland,Scotland,Non-member,Non-member,Non-member
10005700.0,SRUC,2019/20,-0.04,0.559,0.078,0.081,46.292,1.771,-0.08,94.089,-10.384,35.352,43.31,34.389,35.891,0.967,0.05,0.344,0.16,0.0,0.022,81701.0,4078.0,0.009,0.069,0.537,0.034,84934.0,0.0,5.657,5.842,6.5,7.0,Scotland,Scotland,Non-member,Non-member,Non-member
10005700.0,SRUC,2020/21,-0.011,0.583,0.022,0.075,32.455,1.535,0.092,132.354,11.589,34.387,42.108,33.277,35.045,0.959,0.05,0.373,0.154,0.0,0.003,79743.0,3964.0,0.007,0.097,0.577,0.033,80625.0,0.0,5.845,6.103,6.6,7.5,Scotland,Scotland,Non-member,Non-member,Non-member
10005700.0,SRUC,2021/22,-0.009,0.548,0.137,0.196,73.092,1.836,-0.006,163.044,-0.646,34.908,43.518,38.212,33.311,0.974,0.04,0.378,0.15,0.0,0.013,88629.0,3589.0,0.007,0.1,0.544,0.076,89417.0,0.0,5.844,6.02,6.5,7.2,Scotland,Scotland,Non-member,Non-member,Non-member
10005790.0,Sheffield Hallam University,2016/17,0.006,0.634,0.679,0.249,249.577,2.992,0.101,171.306,5.865,37.729,48.532,,,0.888,0.828,0.085,0.03,0.0,0.014,268107.0,221877.0,0.022,0.079,0.638,0.071,266502.0,0.0,6.361,6.14,0.0,0.0,Yorkshire and The Humber,England,Non-member,Non-member,Member
10005790.0,Sheffield Hallam University,2017/18,-0.025,0.638,0.789,0.232,281.239,3.1,0.065,171.136,3.835,38.258,49.474,48.745,29.81,0.89,0.814,0.095,0.031,0.001,0.015,276654.0,225302.0,0.019,0.075,0.622,0.055,283540.0,0.0,6.273,5.68,7.1,7.4,Yorkshire and The Humber,England,Non-member,Non-member,Member
10005790.0,Sheffield Hallam University,2018/19,-0.011,0.636,0.477,0.225,172.19,2.809,0.069,165.582,0.627,38.869,50.278,48.736,30.697,0.887,0.807,0.095,0.033,0.001,0.016,286544.0,231288.0,0.018,0.083,0.629,0.148,289780.0,0.0,6.175,5.43,7.0,7.1,Yorkshire and The Humber,England,Non-member,Non-member,Member
10005790.0,Sheffield Hallam University,2019/20,-0.006,0.646,0.297,0.232,107.775,3.023,0.061,176.693,4.321,39.828,53.068,49.171,31.92,0.879,0.803,0.1,0.038,0.002,0.009,290460.0,233286.0,0.026,0.081,0.643,0.052,292075.0,0.0,6.026,4.843,7.1,7.4,Yorkshire and The Humber,England,Non-member,Non-member,Member
10005790.0,Sheffield Hallam University,2020/21,0.031,0.618,0.357,0.221,134.386,2.927,0.13,199.092,9.201,39.692,52.242,48.704,32.028,0.881,0.816,0.101,0.046,0.002,0.003,300009.0,244727.0,0.022,0.076,0.638,0.072,290765.0,0.0,6.047,4.919,7.1,7.3,Yorkshire and The Humber,England,Non-member,Non-member,Member
10005790.0,Sheffield Hallam University,2021/22,0.007,0.625,0.892,0.426,327.751,3.551,0.122,281.071,6.33,41.177,54.608,50.574,33.202,0.805,0.815,0.092,0.041,0.001,0.006,314945.0,256790.0,0.023,0.071,0.629,0.087,312858.0,0.0,5.926,4.78,7.1,7.4,Yorkshire and The Humber,England,Non-member,Non-member,Member
10006022.0,Solent University,2016/17,0.062,0.543,1.09,0.224,241.895,1.859,0.127,124.62,3.674,35.308,46.108,,,0.814,0.703,0.078,0.002,0.0,0.119,117634.0,82691.0,0.03,0.052,0.579,0.102,110320.0,0.052,6.033,5.617,0.0,0.0,South East,England,Non-member,Non-member,Member
10006022.0,Solent University,2017/18,0.085,0.523,0.889,0.3,359.39,1.245,0.153,123.471,4.402,36.732,48.722,35.773,37.536,0.802,0.702,0.074,0.003,0.003,0.111,117682.0,82560.0,0.029,0.051,0.571,0.255,107682.0,0.051,5.908,5.316,6.3,6.8,South East,England,Non-member,Non-member,Member
10006022.0,Solent University,2018/19,0.053,0.529,0.723,0.38,282.43,1.506,0.109,76.472,0.87,37.73,49.969,34.971,40.46,0.787,0.693,0.064,0.002,0.004,0.109,113203.0,78488.0,0.027,0.066,0.559,0.294,107179.0,0.05,5.884,5.303,6.7,7.3,South East,England,Non-member,Non-member,Member
10006022.0,Solent University,2019/20,-0.023,0.562,0.3,0.379,110.902,1.253,0.08,67.253,1.842,39.141,52.796,36.831,41.485,0.719,0.773,0.063,0.001,0.001,0.074,105808.0,81752.0,0.027,0.081,0.549,0.092,108287.0,0.055,5.135,4.413,5.5,5.567,South East,England,Non-member,Non-member,Member
10006022.0,Solent University,2020/21,0.038,0.485,0.461,0.326,179.57,1.559,0.145,101.915,3.395,39.546,54.255,37.285,42.104,0.72,0.799,0.073,0.002,0.0,0.043,112635.0,89945.0,0.028,0.084,0.504,0.031,108321.0,0.0,5.31,3.871,5.9,5.6,South East,England,Non-member,Non-member,Member
10006022.0,Solent University,2021/22,-0.01,0.497,1.283,0.322,468.596,1.696,0.109,134.037,2.378,39.248,52.942,40.68,37.947,0.762,0.749,0.074,0.004,0.001,0.065,103614.0,77580.0,0.029,0.087,0.492,0.049,104681.0,0.0,5.631,4.174,6.1,5.6,South East,England,Non-member,Non-member,Member
10006299.0,Staffordshire University,2016/17,0.079,0.514,0.497,0.349,211.641,2.653,0.08,182.946,3.122,37.49,50.161,,,0.941,0.677,0.195,0.012,0.001,0.05,124057.0,83942.0,0.036,0.093,0.558,0.119,114249.0,0.026,5.148,4.645,0.0,0.0,West Midlands,England,Non-member,Non-member,Member
10006299.0,Staffordshire University,2017/18,-0.066,0.56,0.636,0.386,231.509,2.855,0.131,218.242,4.709,36.451,48.937,40.753,33.155,0.951,0.755,0.104,0.014,0.001,0.057,114851.0,86749.0,0.03,0.156,0.525,0.028,122457.0,0.098,5.597,5.333,6.3,7.1,West Midlands,England,Non-member,Non-member,Member
10006299.0,Staffordshire University,2018/19,0.054,0.512,0.466,0.357,194.696,3.105,0.146,250.59,5.543,37.753,50.196,42.62,34.155,0.941,0.754,0.101,0.012,0.001,0.056,119106.0,89855.0,0.028,0.094,0.541,0.069,112725.0,0.0,6.622,5.797,6.7,6.8,West Midlands,England,Non-member,Non-member,Member
10006299.0,Staffordshire University,2019/20,0.04,0.548,0.266,0.335,115.745,3.274,0.154,265.247,6.141,38.653,53.484,41.655,36.38,0.936,0.772,0.091,0.004,0.005,0.037,122775.0,94779.0,0.027,0.09,0.571,0.091,117855.0,0.0,6.132,5.534,6.6,6.7,West Midlands,England,Non-member,Non-member,Member
10006299.0,Staffordshire University,2020/21,0.083,0.508,0.401,0.291,173.1,2.526,0.188,240.055,8.127,37.536,50.775,41.131,34.575,0.95,0.803,0.094,0.005,0.003,0.028,135462.0,108826.0,0.024,0.086,0.554,0.268,124161.0,0.0,6.314,5.849,6.6,6.7,West Midlands,England,Non-member,Non-member,Member
10006299.0,Staffordshire University,2021/22,0.088,0.494,1.135,0.251,466.393,2.472,0.165,210.766,7.913,38.836,51.4,42.713,35.616,0.931,0.792,0.092,0.006,0.002,0.033,150461.0,119168.0,0.022,0.083,0.542,0.191,137248.0,0.0,5.794,5.486,6.25,6.25,West Midlands,England,Non-member,Non-member,Member
10006427.0,University for the Creative Arts,2016/17,0.007,0.569,0.583,0.024,219.609,1.471,0.099,82.415,59.49,32.984,43.711,,,0.812,0.694,0.143,0.002,0.0,0.097,61429.0,42617.0,0.018,0.044,0.572,0.093,61027.0,0.0,4.517,4.004,0.0,0.0,South East,England,Non-member,Non-member,Non-member
10006427.0,University for the Creative Arts,2017/18,0.031,0.556,0.722,0.088,274.471,1.521,0.094,98.976,77.5,33.791,43.369,26.053,42.008,0.788,0.699,0.139,0.001,0.002,0.097,62427.0,43627.0,0.016,0.047,0.574,0.13,60478.0,0.0,6.215,5.649,6.8,7.2,South East,England,Non-member,Non-member,Non-member
10006427.0,University for the Creative Arts,2018/19,0.037,0.55,0.518,0.146,198.868,1.478,0.107,100.819,1.245,36.003,45.701,28.642,44.039,0.741,0.708,0.117,0.003,0.0,0.097,66175.0,46854.0,0.015,0.054,0.572,0.151,63697.0,0.0,5.944,5.492,7.0,7.7,South East,England,Non-member,Non-member,Non-member
10006427.0,University for the Creative Arts,2019/20,0.082,0.5,0.255,0.198,104.942,1.676,0.114,104.959,2.14,34.78,44.327,27.22,42.974,0.613,0.753,0.101,0.0,0.001,0.071,70570.0,53143.0,0.016,0.052,0.544,0.176,64818.0,0.0,6.182,6.023,7.1,8.2,South East,England,Non-member,Non-member,Non-member
10006427.0,University for the Creative Arts,2020/21,0.037,0.495,0.239,0.353,94.552,1.522,0.169,133.178,1.016,36.387,47.322,29.103,44.612,0.572,0.782,0.099,0.001,0.002,0.047,78763.0,61595.0,0.013,0.046,0.514,0.238,75851.0,0.0,5.991,5.748,7.0,7.0,South East,England,Non-member,Non-member,Non-member
10006427.0,University for the Creative Arts,2021/22,0.075,0.43,0.789,0.306,313.744,1.492,0.216,166.267,12.126,33.542,45.192,25.201,45.538,0.566,0.78,0.082,0.001,0.003,0.073,99973.0,77975.0,0.017,0.039,0.465,0.127,92453.0,0.0,6.857,6.328,7.3,7.3,South East,England,Non-member,Non-member,Non-member
10006566.0,The University of West London,2016/17,0.096,0.456,0.529,0.589,223.659,2.968,0.098,79.352,1.144,39.738,51.291,,,0.852,0.715,0.097,0.007,0.009,0.047,95865.0,68514.0,0.045,0.067,0.504,0.073,86645.0,0.02,6.291,5.79,0.0,0.0,London,England,Non-member,Non-member,Member
10006566.0,The University of West London,2017/18,0.078,0.462,0.665,0.519,275.179,2.951,0.148,124.02,4.294,40.242,51.922,38.732,44.41,0.855,0.705,0.1,0.009,0.009,0.067,106051.0,74781.0,0.039,0.059,0.501,0.041,97800.0,0.019,6.709,6.067,7.9,8.0,London,England,Non-member,Non-member,Member
10006566.0,The University of West London,2018/19,0.082,0.46,0.529,0.497,220.736,2.79,0.225,157.541,11.624,42.812,55.345,39.806,51.342,0.8,0.698,0.103,0.007,0.004,0.074,110771.0,77299.0,0.036,0.059,0.501,0.071,101727.0,0.014,6.914,6.179,7.8,7.6,London,England,Non-member,Non-member,Member
10006566.0,The University of West London,2019/20,0.086,0.462,0.428,0.48,179.039,3.099,0.169,195.077,8.85,44.879,59.796,41.702,54.135,0.738,0.772,0.09,0.004,0.002,0.061,116017.0,89590.0,0.036,0.06,0.505,0.082,106084.0,0.016,7.13,6.572,8.3,8.5,London,England,Non-member,Non-member,Member
10006566.0,The University of West London,2020/21,0.157,0.373,0.527,0.406,235.899,2.433,0.188,233.757,11.911,42.287,56.701,40.409,47.843,0.714,0.762,0.084,0.005,0.002,0.04,145810.0,111168.0,0.03,0.049,0.442,0.178,122909.0,0.0,7.567,6.755,8.3,8.3,London,England,Non-member,Non-member,Member
10006566.0,The University of West London,2021/22,0.11,0.35,0.868,0.343,361.203,1.856,0.225,207.344,16.941,41.431,55.382,41.761,40.708,0.772,0.798,0.066,0.005,0.003,0.035,172873.0,137928.0,0.024,0.042,0.393,0.223,153825.0,0.049,7.844,7.349,8.4,8.4,London,England,Non-member,Non-member,Member
10006840.0,The University of Birmingham,2016/17,0.117,0.441,1.762,0.108,812.488,1.552,0.147,153.509,16.563,38.294,42.649,,,0.619,0.46,0.123,0.193,0.011,0.068,641490.0,295236.0,0.011,0.102,0.5,0.168,566422.0,0.147,8.905,10.293,0.0,0.0,West Midlands,England,Member,Member,Non-member
10006840.0,The University of Birmingham,2017/18,0.025,0.511,1.694,0.39,708.556,1.052,0.111,74.474,6.354,38.235,47.827,31.923,52.826,0.602,0.459,0.122,0.197,0.01,0.068,680800.0,312429.0,0.017,0.094,0.524,0.275,663526.0,0.161,8.919,9.283,10.8,11.9,West Midlands,England,Member,Member,Non-member
10006840.0,The University of Birmingham,2018/19,0.011,0.547,1.453,0.365,607.404,0.943,0.108,71.633,6.513,40.38,50.434,33.739,55.696,0.563,0.474,0.118,0.21,0.01,0.065,716296.0,339223.0,0.015,0.093,0.553,0.215,708466.0,0.18,8.395,8.923,10.5,11.5,West Midlands,England,Member,Member,Non-member
10006840.0,The University of Birmingham,2019/20,0.003,0.56,1.469,0.351,599.186,0.981,0.097,78.155,5.945,42.699,53.258,49.48,26.197,0.515,0.5,0.142,0.188,0.009,0.049,748579.0,374193.0,0.023,0.091,0.561,0.152,746508.0,0.175,8.15,8.637,10.7,12.8,West Midlands,England,Member,Member,Non-member
10006840.0,The University of Birmingham,2020/21,0.027,0.561,1.429,0.338,615.489,1.016,0.125,89.312,8.308,47.656,59.22,52.485,35.093,0.552,0.494,0.119,0.214,0.009,0.038,785711.0,388085.0,0.016,0.086,0.577,0.141,764718.0,0.0,7.323,6.771,10.3,10.6,West Midlands,England,Member,Member,Non-member
10006840.0,The University of Birmingham,2021/22,0.055,0.495,1.128,0.314,503.173,1.163,0.113,90.431,6.543,44.985,57.791,46.873,40.292,0.521,0.46,0.108,0.242,0.009,0.051,887940.0,408366.0,0.004,0.084,0.524,0.123,839386.0,0.565,7.469,10.4,8.2,11.95,West Midlands,England,Member,Member,Non-member
10006841.0,The University of Bolton,2016/17,-0.007,0.571,1.053,0.023,383.741,1.317,0.059,131.897,2.583,38.956,49.587,,,0.878,0.842,0.079,0.013,0.0,0.035,49660.0,41822.0,0.013,0.058,0.567,0.129,50015.0,0.0,6.469,5.848,0.0,0.0,North West,England,Non-member,Non-member,Member
10006841.0,The University of Bolton,2017/18,0.002,0.54,1.094,0.0,402.111,1.329,0.046,109.273,2.107,39.523,50.293,49.446,29.6,0.884,0.832,0.081,0.008,0.0,0.029,53127.0,44216.0,0.008,0.063,0.541,0.076,53012.0,0.0,6.503,5.886,7.2,7.1,North West,England,Non-member,Non-member,Member
10006841.0,The University of Bolton,2018/19,0.019,0.54,0.516,0.116,193.41,1.88,0.06,95.471,4.933,34.694,43.596,49.166,24.097,0.871,0.589,0.286,0.005,0.0,0.019,86068.0,50684.0,0.014,0.06,0.551,0.035,84427.0,0.0,7.523,6.904,7.1,6.9,North West,England,Non-member,Non-member,Member
10006841.0,The University of Bolton,2019/20,-0.033,0.572,0.464,0.12,166.143,1.865,0.022,88.639,1.925,33.931,43.939,45.258,24.901,0.852,0.607,0.294,0.005,0.001,0.007,91983.0,55825.0,0.013,0.061,0.553,0.009,95029.0,0.0,7.839,7.328,7.0,7.1,North West,England,Non-member,Non-member,Member
10006841.0,The University of Bolton,2020/21,0.044,0.488,0.453,0.309,174.926,2.256,0.173,222.257,7.723,35.007,45.324,44.25,27.468,0.847,0.658,0.265,0.003,0.001,0.002,111489.0,73317.0,0.021,0.062,0.511,0.022,106569.0,0.0,7.599,7.126,7.0,7.1,North West,England,Non-member,Non-member,Member
10006841.0,The University of Bolton,2021/22,0.026,0.487,0.924,0.274,348.189,2.065,0.181,258.068,10.026,32.662,42.37,43.115,24.89,0.806,0.647,0.263,0.001,0.001,0.006,122347.0,79098.0,0.016,0.059,0.5,0.035,119175.0,0.0,8.267,7.741,7.0,6.9,North West,England,Non-member,Non-member,Member
10006842.0,The University of Liverpool,2016/17,0.077,0.51,0.938,0.577,497.088,1.563,0.088,99.615,3.215,40.448,50.808,,,0.58,0.455,0.148,0.181,0.01,0.052,523092.0,237762.0,0.023,0.07,0.552,0.156,482644.0,0.199,6.601,7.341,0.0,0.0,North West,England,Member,Member,Non-member
10006842.0,The University of Liverpool,2017/18,0.048,0.524,0.985,0.55,495.123,1.492,0.12,110.6,4.769,41.896,52.493,48.279,30.313,0.566,0.489,0.126,0.175,0.008,0.056,545739.0,267014.0,0.023,0.069,0.551,0.135,519385.0,0.101,6.635,6.934,8.3,9.6,North West,England,Member,Member,Non-member
10006842.0,The University of Liverpool,2018/19,0.035,0.519,0.935,0.534,466.331,1.363,0.071,84.943,3.631,42.15,53.072,50.186,35.164,0.535,0.5,0.124,0.171,0.003,0.055,575560.0,287747.0,0.02,0.069,0.537,0.15,555674.0,0.196,6.904,7.725,8.3,10.1,North West,England,Member,Member,Non-member
